snapshot_id,snapshot_date,factory_class,registration_count,deprecated_registration_count,hidden_registration_count,repositories,plugin_xml_files,category_paths
date-2026-06-28,2026-06-28,org.knime.al.nodes.score.combine.pbac.UncertaintyDistributionScorerNodeFactory,1,1,0,knime-activelearning,knime-activelearning/org.knime.activelearning/plugin.xml,/labs/activelearning/score/combiner
date-2026-06-28,2026-06-28,org.knime.al.nodes.score.pbac.PBACScorerNodeFactory,1,1,0,knime-activelearning,knime-activelearning/org.knime.activelearning/plugin.xml,/labs/activelearning/score/allinone
date-2026-06-28,2026-06-28,org.knime.al.nodes.score.uncertainty.variance.VarianceScorerNodeFactory,1,1,0,knime-activelearning,knime-activelearning/org.knime.activelearning/plugin.xml,/labs/activelearning/score/uncertainty
date-2026-06-28,2026-06-28,org.knime.al.nodes.select.elementselector.ElementSelectorNodeFactory,1,1,0,knime-activelearning,knime-activelearning/org.knime.activelearning/plugin.xml,/labs/activelearning/select
date-2026-06-28,2026-06-28,org.knime.base.filehandling.binaryobjectstofiles.BinaryObjectsToFilesNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/io-other/binaryobjects
date-2026-06-28,2026-06-28,org.knime.base.filehandling.copyfiles.CopyFilesNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling
date-2026-06-28,2026-06-28,org.knime.base.filehandling.createdirectory.CreateDirectoryNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.deletefiles.DeleteFilesNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.download.DownloadNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.filehandling.download2.DownloadNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.downloaduploadfromlist.DownloadUploadFromListNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.filehandling.downloaduploadfromlist2.DownloadUploadFromListNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.filemetainfo.FileMetaInfoNodeFactory,2,2,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling
date-2026-06-28,2026-06-28,org.knime.base.filehandling.filemetainfo2.FileMetaInfo2NodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling
date-2026-06-28,2026-06-28,org.knime.base.filehandling.listdirectory.ListDirectoryNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.remote.connectioninformation.node.ftp.FTPConnectionInformationNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.base.filehandling.remote.connectioninformation.node.http.HTTPConnectionInformationNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.base.filehandling.remote.connectioninformation.node.https.HTTPSConnectionInformationNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.base.filehandling.remote.connectioninformation.node.ssh.SSHConnectionInformationNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote/connections
date-2026-06-28,2026-06-28,org.knime.base.filehandling.unzip.UnzipNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.filehandling.unzip2.UnzipNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/zip
date-2026-06-28,2026-06-28,org.knime.base.filehandling.upload.UploadNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.filehandling.upload2.UploadNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/remote
date-2026-06-28,2026-06-28,org.knime.base.filehandling.zip.ZipNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.filehandling.zip2.ZipNodeFactory,1,1,0,knime-filehandling,knime-filehandling/org.knime.base.filehandling/plugin.xml,/io/filehandling/zip
date-2026-06-28,2026-06-28,org.knime.base.node.flowcontrol.trycatch.genericcatch.DBPortCatchNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.appendvariabletotable.AppendVariableToTableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.appendvariabletotable2.AppendVariableToTable2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.appendvariabletotable3.AppendVariableToTable3NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.createfilename.CreateFilenameNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/filehandling
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.tablecoltovariable.TableColumnToVariableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.tablecoltovariable2.TableColumnToVariable2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.tablecoltovariable3.TableColumnToVariable3NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.tablerowtovariable.TableToVariableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.tablerowtovariable2.TableToVariable2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.variableloophead.LoopStartVariableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.variabletotablerow.VariableToTableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.variabletotablerow2.VariableToTable2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.flowvariable.variabletotablerow3.VariableToTable3NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/variables
date-2026-06-28,2026-06-28,org.knime.base.node.image.imagecolwriter.ImageColumnWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.image.readpng.ReadPNGFromURLNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.image.writeimage.WriteImageNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.io.csvreader.CSVReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.csvwriter.CSVWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBColumnFilterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBConnectionNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBConnectionWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBDeleteRowsNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBGroupByNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBJoinerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBQueryNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBReaderConnectionNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBRowFilterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBSQLExecutorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBSorterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBUpdateNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DBWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.DatabaseLoopingNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.SQLExtractNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.SQLInjectNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.binning.apply.DBApplyBinnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.binning.auto.DBAutoBinnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.binning.numeric.DBNumericBinnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.columnrename.DBColumnRenameNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.connection.DBTableSelectorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.connection.JDBCConnectorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.drop.DBDropTableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.groupby.DBGroupByNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.parameterizedquery.ParameterizedDBQueryNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.pivot.DBPivotNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.sampling.DBSamplingNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.database.tablecreator.DBTableCreatorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.extractcontextprop.ReadContextPropertyNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/io-other
date-2026-06-28,2026-06-28,org.knime.base.node.io.filehandling.csv.reader.simple.SimpleFileReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.filehandling.linereader.LineReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.filereader.FileReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.filereader.VariableFileReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.linereader.LineReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.listfiles.ListFilesNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.listfiles2.ListFilesNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.pmml.read.PMMLReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.pmml.read.PMMLReaderNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.pmml.write.PMMLWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.io.portobject.PortObjectReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.portobject.PortObjectWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.io.predictor.PredictorReaderNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.predictor.PredictorWriterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.io.table.read.ReadTableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/read
date-2026-06-28,2026-06-28,org.knime.base.node.io.table.write.WriteTableNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/io/write
date-2026-06-28,2026-06-28,org.knime.base.node.meta.feature.backwardelim.BWElimFilterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/featureselection
date-2026-06-28,2026-06-28,org.knime.base.node.meta.feature.backwardelim.BWElimLoopEndNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/featureselection
date-2026-06-28,2026-06-28,org.knime.base.node.meta.feature.backwardelim.BWElimLoopStart1NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/featureselection
date-2026-06-28,2026-06-28,org.knime.base.node.meta.feature.backwardelim.BWElimLoopStart2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/featureselection
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.LoopEnd2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.LoopEndJoinNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.LoopEndNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.LoopStartCountNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.LoopStartIntervalNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.columnlist.ColumnListLoopStartNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.condition.LoopEndConditionNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.condition.LoopStartGenericNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.recursive.RecursiveLoopEnd2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.recursive.RecursiveLoopEndNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.recursive.RecursiveLoopStart2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.recursive.RecursiveLoopStartNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.variable.start.LoopStartVariable2NodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.meta.looper.variableloopend.VariableLoopEndNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/flowcontrol/loopsupport
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.learner.NaiveBayesLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.learner2.NaiveBayesLearnerNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/bayes
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.learner2.NaiveBayesLearnerNodeFactory3,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/bayes
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.predictor.NaiveBayesPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/bayes
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.predictor2.NaiveBayesPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bayes.naivebayes.predictor3.NaiveBayesPredictorNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/bayes
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bfn.fuzzy.FuzzyBasisFunctionPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/rules/basisfunction
date-2026-06-28,2026-06-28,org.knime.base.node.mine.bfn.radial.RadialBasisFunctionPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/nn/pnn
date-2026-06-28,2026-06-28,org.knime.base.node.mine.cluster.fuzzycmeans.FuzzyClusterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/clustering
date-2026-06-28,2026-06-28,org.knime.base.node.mine.cluster.kmeans.ClusterNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/clustering
date-2026-06-28,2026-06-28,org.knime.base.node.mine.decisiontree2.learner2.DecisionTreeLearnerNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/dtree
date-2026-06-28,2026-06-28,org.knime.base.node.mine.decisiontree2.predictor.DecTreePredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/dtree
date-2026-06-28,2026-06-28,org.knime.base.node.mine.knn.KnnNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/miscClass
date-2026-06-28,2026-06-28,org.knime.base.node.mine.knn.pmml.PMMLKNNNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/miscClass
date-2026-06-28,2026-06-28,org.knime.base.node.mine.neural.mlp.MLPPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/nn/mlp
date-2026-06-28,2026-06-28,org.knime.base.node.mine.neural.rprop.RPropNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/nn/mlp
date-2026-06-28,2026-06-28,org.knime.base.node.mine.pca.PCAApplyNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/pca
date-2026-06-28,2026-06-28,org.knime.base.node.mine.pca.PCAComputeNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/pca
date-2026-06-28,2026-06-28,org.knime.base.node.mine.pca.PCANodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/pca
date-2026-06-28,2026-06-28,org.knime.base.node.mine.pca.PCAReverseNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/pca
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.linear.learn.LinRegLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.linear.predict.LinRegPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.linear2.learner.LinReg2LearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.logistic.learner.LogRegLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.logistic.learner.LogRegLearnerNodeFactory2,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.logistic.learner3.LogRegLearnerNodeFactory3,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.logistic.predict.GeneralRegressionPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.polynomial.learner.PolyRegLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.polynomial.learner2.PolyRegLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.polynomial.predictor.PolyRegPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.predict.RegressionPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.regression.predict2.RegressionPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.scorer.accuracy.AccuracyScorerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/modeleval
date-2026-06-28,2026-06-28,org.knime.base.node.mine.scorer.numeric.NumericScorerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/modeleval
date-2026-06-28,2026-06-28,org.knime.base.node.mine.subgroupminer.BitVectorGeneratorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.base.node.mine.svm.learner.SVMLearnerNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/svm
date-2026-06-28,2026-06-28,org.knime.base.node.mine.svm.predictor.SVMPredictorNodeFactory,1,1,0,knime-base,knime-base/org.knime.base/plugin.xml,/analytics/mining/svm
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.learner.classification.TreeEnsembleClassificationLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.learner.regression.TreeEnsembleRegressionLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.modelextractor.TreeEnsembleModelExtractorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.predictor.classification.TreeEnsembleClassificationPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.predictor.regression.TreeEnsembleRegressionPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.randomforest.learner.classification.RandomForestClassificationLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/classification
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.randomforest.learner.regression.RandomForestRegressionLearnerNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/regression
date-2026-06-28,2026-06-28,org.knime.base.node.mine.treeensemble.node.randomforest.predictor.classification.RandomForestClassificationPredictorNodeFactory,1,1,0,knime-ensembles,knime-ensembles/org.knime.base.treeensembles/plugin.xml,/analytics/mining/treeensemble/classification
