snapshot_id,snapshot_date,factory_class,registration_count,deprecated_registration_count,hidden_registration_count,repositories,plugin_xml_files,category_paths
date-2026-06-28,2026-06-28,org.knime.python2.nodes.script2in2out.Python2Script2In2OutNodeFactory,1,1,0,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,/scripting/python-legacy
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.bool.BooleanInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.date.DateStringInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.dbl.DoubleInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.dummy.DummyInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.fileupload.FileUploadQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.integer.IntInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.listbox.ListBoxInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.multiselection.MultiSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.column.ColumnFilterInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.column.ColumnSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.multiple.MultipleSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.single.SingleSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.value.ValueFilterInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.selection.value.ValueSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.sketcher.SketcherInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.string.StringInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.in.stringselection.StringSelectionInputQuickFormInNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.out.filedownload.FileDownloadQuickFormOutNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.out.image.ImageOutputQuickFormOutNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.out.textarea.TextAreaOutputQuickFormOutNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.quickform.nodes.out.variable.VariableOutputQuickFormOutNodeFactory,1,1,0,knime-js-base,knime-js-base/org.knime.quickform.nodes.legacy/plugin.xml,
date-2026-06-28,2026-06-28,org.knime.r.ionodes.RPortObjectReaderNodeFactory,1,1,0,knime-r,knime-r/org.knime.r/plugin.xml,/scripting/r/io
date-2026-06-28,2026-06-28,org.knime.r.ionodes.RPortObjectWriterNodeFactory,1,1,0,knime-r,knime-r/org.knime.r/plugin.xml,/scripting/r/io
date-2026-06-28,2026-06-28,org.knime.salesforce.connect.SalesforceConnectorNodeFactory,1,1,0,knime-salesforce,knime-salesforce/org.knime.salesforce/plugin.xml,/toolintegration/salesforce
date-2026-06-28,2026-06-28,org.knime.salesforce.extractor.SalesforceAuthExtractNodeFactory,1,1,0,knime-salesforce,knime-salesforce/org.knime.salesforce/plugin.xml,/toolintegration/salesforce
date-2026-06-28,2026-06-28,org.knime.testing.node.differNode.DiffNodeFactory,1,1,0,knime-core,knime-core/org.knime.testing/plugin.xml,/testing
date-2026-06-28,2026-06-28,org.knime.time.node.calculate.datetimedifference.DateTimeDifferenceNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.time.node.convert.datetimetostring.DateTimeToStringNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.convert.durationperiodtostring.DurationPeriodToStringNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.convert.durationtonumber.DurationToNumberNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.convert.stringtodatetime.StringToDateTimeNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.convert.stringtodurationperiod.StringToDurationPeriodNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.convert.timestamptodatetime.TimestampToDateTimeNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.create.createdatetime.CreateDateTimeNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.time.node.extract.datetime.ExtractDateTimeFieldsNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.extract.durationperiod.ExtractDurationPeriodFieldsNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/transform
date-2026-06-28,2026-06-28,org.knime.time.node.manipulate.datetimeshift.DateTimeShiftNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.time.node.manipulate.modifydate.ModifyDateNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.time.node.manipulate.modifytime.ModifyTimeNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.time.node.manipulate.modifytimezone.ModifyTimeZoneNodeFactory,1,1,0,knime-base,knime-base/org.knime.time/plugin.xml,/applications/timeseries/manipulate
date-2026-06-28,2026-06-28,org.knime.workflowservices.json.row.caller.local.CallLocalWorkflowNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.workflowservices.json.row.caller.remote.CallRemoteWorkflowNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.workflowservices.json.row.caller2.CallWorkflowRowBasedNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.workflowservices.json.table.caller.CallWorkflowTableNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.workflowservices.json.table.caller.Post43CallWorkflowTableNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.workflowservices.knime.caller.CallWorkflowNodeFactory,1,1,0,knime-productivity-oss,knime-productivity-oss/org.knime.workflowservices/plugin.xml,/flowabstraction/container
date-2026-06-28,2026-06-28,org.knime.xml.node.ccombine.XMLColumnCombinerNodeFactory,1,1,0,knime-xml,knime-xml/org.knime.xml/plugin.xml,/struct-data/xml
date-2026-06-28,2026-06-28,org.knime.xml.node.reader.XMLReaderNodeFactory,1,1,0,knime-xml,knime-xml/org.knime.xml/plugin.xml,/struct-data/xml
date-2026-06-28,2026-06-28,org.knime.xml.node.writer.XMLWriterNodeFactory,1,1,0,knime-xml,knime-xml/org.knime.xml/plugin.xml,/struct-data/xml
date-2026-06-28,2026-06-28,org.knime.xml.node.xpath.XPathNodeFactory,1,1,0,knime-xml,knime-xml/org.knime.xml/plugin.xml,/struct-data/xml
