observation_start,observation_end,export_date,classification_snapshot_id,classification_snapshot_date,deprecated_registration_count,deprecated_registry_factory_count,deprecated_factory_with_multiple_registrations_count,workflow_count,node_occurrence_count,distinct_factory_count,exact_match_occurrence_count,exact_match_occurrence_percent,exact_match_factory_count,exact_match_factory_percent,unmatched_occurrence_count,unmatched_factory_count,deprecated_workflow_count,deprecated_workflow_percent,deprecated_node_occurrence_count,deprecated_node_occurrence_percent,distinct_deprecated_factory_count
2026-03-25,2026-07-15,2026-07-15,date-2026-06-28,2026-06-28,502,487,15,62,2745,160,2549,92.86,146,91.25,196,14,21,33.87,294,10.71,21
